codigo_inep,escola
35158598,COLEGIO BATISTA DE IBITINGA
31251763,COLEGIO BATISTA DE IPATINGA
31350567,COLEGIO BATISTA DE MANTENA
15560759,COLEGIO BATISTA DE SANTAREM
31180602,COLEGIO BATISTA DE VARGINHA
33093008,COLEGIO BATISTA DO VILAR
26179890,COLEGIO BATISTA EM CARUARU
33008310,COLEGIO BATISTA FLUMINENSE
31384275,COLEGIO BATISTA GETSEMANI - UNIDADE 2
41128648,COLEGIO BATISTA MARANATA
21286175,COLEGIO BATISTA MARANHENSE
27046443,COLEGIO BATISTA MORIAH NOVO LTDA
31096326,COLEGIO BATISTA NORTE MINEIRO
31385069,COLEGIO BATISTA NORTE MINEIRO - UNIDADE MELO
31281808,COLEGIO BATISTA REOBOTE
24086770,COLEGIO BATISTA VIDA NOVA
31041441,COLEGIO BERLAAR SAGRADO CORACAO DE MARIA
31170216,COLEGIO BERLAAR SAGRADO CORACAO JESUS
17021545,COLEGIO BERNARDO SAYAO DE GURUPI
31350664,COLEGIO BERNOULLI
29485541,COLEGIO BERNOULLI
41407423,COLEGIO BERTONI - ENSINO FUNDAMENTAL E MEDIO
43215050,COLEGIO BERTONI MED
15223027,COLEGIO BETHEL 1
35104334,COLEGIO BILINGUE MATER DEI UNIDADE JARDIM PAULISTA
31365920,COLEGIO BIOMAXIMO - UNIDADE II
50030582,COLEGIO BIONATUS
50032100,COLEGIO BIONATUS II
33008337,COLEGIO BITTENCOURT
42163960,COLEGIO BLISS
26117991,COLEGIO BOA VIAGEM LTDA
31377040,COLEGIO BOM COMECO E LEME
42154529,COLEGIO BOM JESUS
42144965,COLEGIO BOM JESUS AURORA
33041105,COLEGIO BOM JESUS CANARINHOS
42000238,COLEGIO BOM JESUS CORACAO DE JESUS
42028990,COLEGIO BOM JESUS DIOCESANO
42091403,COLEGIO BOM JESUS DIVINA PROVIDENCIA
41127722,COLEGIO BOM JESUS ED INFANTIL ENSINO FUNDAMENTAL E MEDIO SEDE
35110826,COLEGIO BOM JESUS EXTERNATO EDUCACAO INFANTIL ENSINO FUNDAMENTAL E MEDIO
35071092,COLEGIO BOM JESUS ITATIBA
43112790,COLEGIO BOM JESUS JOANA D ARC
41026810,COLEGIO BOM JESUS MAE DO DIVINO AMOR
41377370,COLEGIO BOM JESUS MARINGA - EDUCACAO INFANTIL ENSINO FUNDAMENTAL E MEDIO
43164447,COLEGIO BOM JESUS NOSSA SENHORA APARECIDA
41131673,COLEGIO BOM JESUS NOSSA SENHORA DE LOURDES ED INF ENS FUND E MEDIO
41141008,COLEGIO BOM JESUS NOSSA SENHORA DO ROSARIO ED INF ENS FUND E MEDIO
43081860,COLEGIO BOM JESUS RAINHA DA PAZ
42016142,COLEGIO BOM JESUS SANTO ANTONIO
41033787,COLEGIO BOM JESUS SANTO ANTONIO
35109010,COLEGIO BOM JESUS SAO JOSE
42098289,COLEGIO BOM JESUS SAO JOSE
33041130,COLEGIO BOM JESUS SAO JOSE
43163017,COLEGIO BOM JESUS SAO JOSE
41142918,COLEGIO BOM JESUS SAO JOSE EDUCACAO INFANTIL ENSINO FUNDAMENTAL E MEDIO
43016243,COLEGIO BOM JESUS SAO MIGUEL
41123832,COLEGIO BOM JESUS SAO VICENTE
43105149,COLEGIO BOM JESUS SEVIGNE
28106407,COLEGIO BOM PASTOR
33052484,COLEGIO BONFIM
35188864,COLEGIO BONVENUTO
31385379,COLEGIO BORA PASSAR
31376078,COLEGIO BORA PASSAR
33065993,COLEGIO BRASILEIRO SAO CHRISTOVAO
31351393,COLEGIO BRILHO DO SABER
33169365,COLEGIO BRUNO OSTMANN
31294110,COLEGIO BURITIS AGOSTINIANO
25134426,COLEGIO CACILDIVA
31334049,COLEGIO CAETANO
33163006,COLEGIO CAMILLA MARQUES LTDA
24035467,COLEGIO CAMILO TOSCANO
42195608,COLEGIO CAMINHO DO SABER
52095550,COLEGIO CAMPOS DO SABER
41025466,COLEGIO CANADA DE APUCARANA - COLEGIO EI-EF-EM
28027337,COLEGIO CANTINHO DA SABEDORIA
26024691,COLEGIO CARDEAL ARCOVERDE
29343747,COLEGIO CARIZA
42118239,COLEGIO CARLOS DRUMMOND DE ANDRADE
33154007,COLEGIO CAROLINNA RUSSO LTDA
29485274,COLEGIO CARPE DIEM
27347010,COLEGIO CARVALHO LTDA - ME
27050289,COLEGIO CARVALHO LTDA-ME II
23059753,COLEGIO CASCAVELENSE
29441064,COLEGIO CASTRO ALVES
32034377,COLEGIO CASTRO ALVES
15167461,COLEGIO CASTRO ALVES
22124888,COLEGIO CASTRO ALVES
29483964,COLEGIO CAT CONECT
50029266,COLEGIO CBA ABC
26187604,COLEGIO CBV JAQUEIRA
33126674,COLEGIO CCM
28067401,COLEGIO CEA LTDA
31357030,COLEGIO CECILIA MEIRELES
15567672,COLEGIO CEI
51061180,COLEGIO CEI - CENTRO EDUCACIONAL INTEGRADO DE MATUPA
33068925,COLEGIO CELC
29189993,COLEGIO CELESTIN FREINET
28076400,COLEGIO CEME
33085455,COLEGIO CENECISTA CAPITAO LEMOS CUNHA
43068677,COLEGIO CENECISTA NOSSA SENHORA DOS ANJOS
33146675,COLEGIO CENTRAL
25163809,COLEGIO CENTRAL DE ENSINO
33199558,COLEGIO CENTRO DE ESTUDOS BRITTO E VITOI LTDA
35150459,COLEGIO CEO
28042204,COLEGIO CEPI EXPANSAO
35119039,COLEGIO CERMAC
35004916,COLEGIO CESARIO LANGE
31377767,COLEGIO CESE - UNIDADE II
25124250,COLEGIO CHAPEUZINHO VERMELHO
29181925,COLEGIO CHRISTUS
23067071,COLEGIO CHRISTUS BARAO DE STUDART
23491035,COLEGIO CHRISTUS DIONISIO TORRES
23498994,COLEGIO CHRISTUS UNIDADE PARQUELANDIA
23462442,COLEGIO CHRISTUS UNIDADE SUL
43035736,COLEGIO CIDADE DAS HORTENSIAS
31326143,COLEGIO CIDADE DE CARANGOLA
31240761,COLEGIO CIDADE DE CATAGUASES
31312177,COLEGIO CIDADE DE ITAUNA
31250449,COLEGIO CIDADE DE LEOPOLDINA
31380202,COLEGIO CIDADE DE VICOSA
31342327,COLEGIO CIDADE PARA DE MINAS
15158969,COLEGIO CIEC
24097004,COLEGIO CIENCIAS APLICADAS
43175406,COLEGIO CIENTIFICO PORTO SEGURO
35160489,COLEGIO CIM
26151677,COLEGIO CINDER
35008681,COLEGIO CIVICO MILITAR
22144811,COLEGIO CIVICO MILITAR BATALHA DO RIACHUELO
23274719,COLEGIO CIVICO MILITAR BATALHA DO RIACHUELO
23275987,COLEGIO CIVICO MILITAR DO RIACHUEL0 - PARQUE DO COCO
11045639,COLEGIO CLARICE LISPECTOR LTDA
11043857,COLEGIO CLASSE A
50031163,COLEGIO CLASSE A
50033239,COLEGIO CLASSE A UNIDADE II
31211974,COLEGIO CLITA BATISTA
35007664,COLEGIO CML
35583224,COLEGIO COC
42140668,COLEGIO COC - RIO DO SUL
41158253,COLEGIO COC BILINGUE
35158513,COLEGIO COC ITAPIRA
42143390,COLEGIO COC LAGES
17044200,COLEGIO COC PALMAS
53018532,COLEGIO COC SUDOESTE
21284300,COLEGIO COEDUCAR
33187100,COLEGIO COGITARE
26183366,COLEGIO COGNICAO
26189569,COLEGIO COGNITIVO
26534711,COLEGIO COGNITIVO
31247189,COLEGIO COLIBRI
29145511,COLEGIO COMERCIAL
17013356,COLEGIO COMERCIAL IMPACTO
31105899,COLEGIO COMERCIAL ITABIRANO
29428408,COLEGIO COMETA
33179344,COLEGIO CONCEITO
16012100,COLEGIO CONCEITO LTDA
31376655,COLEGIO CONCLUSAO
43125883,COLEGIO CONCORDIA
43104967,COLEGIO CONCORDIA - PORTO ALEGRE
15586758,COLEGIO CONEXAO
35009516,COLEGIO CONEXAO
41159977,COLEGIO CONEXAO COC EI F M
33194033,COLEGIO CONEXAO DE RIO DAS OSTRAS
31306266,COLEGIO CONEXAO KIDS DE ENSINO FUNDAMENTAL E ENSINO MEDIO
32064101,COLEGIO CONHECER
26127580,COLEGIO CONHECER
41146697,COLEGIO CONSTRUINDO O SABER ED INFANTIL ENSINO FUNDAMENTAL E MEDIO
27220885,COLEGIO CONTATO MACEIO
43032400,COLEGIO CONTEMPORANEO
26187337,COLEGIO CONVERGENTE
26187981,COLEGIO CONVERGENTE
52054241,COLEGIO COOPEN
33159750,COLEGIO COPACABANA
31362417,COLEGIO COPBH - UNIDADE II
52109585,COLEGIO COPE NEXUS FILIAL
23024690,COLEGIO CORACAO DE JESUS
33130981,COLEGIO CORACAO DE JESUS
52101541,COLEGIO CORTEX
52020320,COLEGIO COUTO MAGALHAES
52098834,COLEGIO COUTO MAGALHAES GOIANESIA
22138560,COLEGIO CPI
35006799,COLEGIO CPM
35119374,COLEGIO CPV
31346799,COLEGIO CRA
31378984,COLEGIO CRESCER
35006958,COLEGIO CRIARTE UNIDADE III
35581823,COLEGIO CRIATIVO
11048557,COLEGIO CRISTAO
33140227,COLEGIO CRISTAO AGGREGARE LTDA
11050950,COLEGIO CRISTAO DE ARIQUEMES
35586663,COLEGIO CRISTAO KAIROS
27215180,COLEGIO CRISTO REDENTOR
32021828,COLEGIO CRISTO REI
27215512,COLEGIO CRISTO REI
25020684,COLEGIO CRISTO REI
41072189,COLEGIO CRISTO REI - ED INFANTIL E ENSINO FUND E MEDIO
21274819,COLEGIO CRISTO REI LTDA ME
33135371,COLEGIO CRUZEIRO - JACAREPAGUA
33062609,COLEGIO CRUZEIRO-CENTRO
33548242,COLEGIO CURSO AGUIA DO XV LTDA
33153477,COLEGIO CURSO DALTRO NETTO
33191816,COLEGIO CURSO FALCON
33163120,COLEGIO CURSO INTELECTO
33444293,COLEGIO CURSO INTELLECTUS - UNIDADE BOTAFOGO
33442304,COLEGIO CURSO INTELLECTUS - UNIDADE OCEANICA
33138290,COLEGIO CURSO INTELLECTUS - UNIDADE VILA ISABEL
33152721,COLEGIO CURSO PEC
33157251,COLEGIO CURSO PEC
33138087,COLEGIO CURSO PREPARATORIO PRIORIDADE HUM MADUREIRA LTDA
33114013,COLEGIO CURSO VISAO
27054578,COLEGIO D LINS
29241391,COLEGIO DA COOPERATIVA EDUCACIONAL DE CAETITE - COOPEC
31061981,COLEGIO DA FEPI
26118149,COLEGIO DA IMACULADA CONCEICAO
26020939,COLEGIO DA IMACULADA CONCEICAO
42133114,COLEGIO DA LAGOA
25068431,COLEGIO DA LUZ LTDA
43176828,COLEGIO DA UNIVERSIDADE DA REGIAO DA CAMPANHA
43204767,COLEGIO DA URCAMP
33190097,COLEGIO DALLAS
33173168,COLEGIO DALTRO NETTO
33152608,COLEGIO DANIELLE MATTOS LTDA - EPP
31374652,COLEGIO DARCILIA COIMBRA
31343668,COLEGIO DARWIN
35006291,COLEGIO DARWIN CENTRAL SCHOOL
31306169,COLEGIO DARWIN DE CURVELO
31325694,COLEGIO DARWIN DE RAUL SOARES
25128035,COLEGIO DE ALTO PADRAO DE ENSINO LTDA ME
52031799,COLEGIO DE APLICACAO ALFREDO NASSER
26144840,COLEGIO DE APLICACAO BEL MARIO BEZERRA DA SILVA - CAMB
42072360,COLEGIO DE APLICACAO DA UNIARP
29459710,COLEGIO DE APLICACAO DA UNIFAN
33032777,COLEGIO DE APLICACAO DO CENTRO UNIVERSITARIO GERALDO DI BIASE
33168970,COLEGIO DE APLICACAO UNIVERSITARIUS LTDA ME
28017803,COLEGIO DE CIENCIAS PURA E APLICADA
15554139,COLEGIO DE E F M SOPHOS
15565572,COLEGIO DE E I E F M DIMENSAO
27052095,COLEGIO DE EDUCACAO BASICA MODULO SABER
27049035,COLEGIO DE EDUCACAO BASICA NOSSA SENHORA APARECIDA
27235009,COLEGIO DE EDUCACAO BASICA SANTA AFRA
27227189,COLEGIO DE EDUCACAO BASICA SANTA ESMERALDA
25132750,COLEGIO DE ENSINO FUNDAMENTAL ANDRADE DE QUEIROS EIRELI
25131176,COLEGIO DE ENSINO FUNDAMENTAL ANDRADE LTDA
15577708,COLEGIO DE ENSINO ICOARACIENSE - CEI
52078647,COLEGIO DE ENSINO MAXIMO LTDA
23245468,COLEGIO DE ENSINO MEDIO JOSE DE ALENCAR SC LTDA
50030469,COLEGIO DE ENSINO MEDIO NOVA GERACAO
24046710,COLEGIO DE NOSSA SENHORA DO CARMO
35150782,COLEGIO DE PRESIDENTE EPITACIO
24052078,COLEGIO DE SANTA AGUEDA
29198984,COLEGIO DE SAO BENTO
26112680,COLEGIO DE SAO BENTO DE OLINDA
27034844,COLEGIO DE SAO JOSE
26193230,COLEGIO DECISAO CSA
35287490,COLEGIO DECISAO UNIDADE I
41128770,COLEGIO DECISIVO CRISTO REI EDUCACAO INFANTIL ENSINO FUNDAMENTAL E MEDIO
35010308,COLEGIO DEGRAU AMBIENTAL
52091384,COLEGIO DEGRAUS
24078131,COLEGIO DEGRAUS DO SABER
42006694,COLEGIO DEHON
52094111,COLEGIO DELOS LTDA
29692628,COLEGIO DELTA
52076229,COLEGIO DELTA - ANAPOLIS
52099504,COLEGIO DELTA JARDIM GOIAS
33541221,COLEGIO DELTA VEST
35150836,COLEGIO DELTHA AGUAI
23067845,COLEGIO DEOCLECIO FERRO
31385433,COLEGIO DETERMINANTE
31351598,COLEGIO DIAMANTE
31031674,COLEGIO DIAMANTINENSE
28079400,COLEGIO DIDATICO LTDA
42107083,COLEGIO DIMENSAO
29429110,COLEGIO DIMENSAO
29458382,COLEGIO DINAMICO
27037380,COLEGIO DINAMICO
52053121,COLEGIO DINAMICO
52062597,COLEGIO DINAMICO
52033295,COLEGIO DINAMICO
42113105,COLEGIO DINAMICO CHAPECO
52091015,COLEGIO DINAMICO DE AGUAS LINDAS DE GOIAS LTDA-ME
11007656,COLEGIO DINAMICO EDUCACAO BASICA
29149860,COLEGIO DINAMO
26053837,COLEGIO DIOCESANO DE CARUARU
26075431,COLEGIO DIOCESANO DE GARANHUNS
27045137,COLEGIO DIOCESANO DE PENEDO
28013646,COLEGIO DIOCESANO DE PROPRIA
41021908,COLEGIO DIOCESANO JOAO PAULO I - ENS FUND E MEDIO
41140834,COLEGIO DIOCESANO LEAO XIII EDUCACAO INFANTIL ENSINO FUNDAMENTAL E ENSINO MEDIO
26049953,COLEGIO DIOCESANO MONSENHOR FRANCISCO DE ASSIS NEVES
23271710,COLEGIO DIOCESANO PADRE ANCHIETA LIMOEIRO
25007548,COLEGIO DIOCESANO PADRE ROLIM
27014940,COLEGIO DIOCESANO SAGRADA FAMILIA
24001260,COLEGIO DIOCESANO SANTA LUZIA
24031372,COLEGIO DIOCESANO SERIDOENSE
26095912,COLEGIO DIOGO DE BRAGA
29417546,COLEGIO DIPLOMATA
33065268,COLEGIO DIVINA PROVIDENCIA
29304393,COLEGIO DIVINA PROVIDENCIA
27214427,COLEGIO DIVINO MESTRE
26108585,COLEGIO DIVINO MESTRE
25071068,COLEGIO DJANIRA TAVARES
52095290,COLEGIO DNA SISTEMA HERCULES DE EDUCACAO
41148142,COLEGIO DO BOSQUE MANANCIAIS
42152054,COLEGIO DO CAMPECHE
24080187,COLEGIO DO FUTURO - ENSINO MEDIO
28017820,COLEGIO DO SALVADOR
26142716,COLEGIO DOM
43119964,COLEGIO DOM ALBERTO
31343099,COLEGIO DOM BOSCO
29478901,COLEGIO DOM BOSCO
31323071,COLEGIO DOM BOSCO
35802232,COLEGIO DOM BOSCO
15174980,COLEGIO DOM BOSCO
27047792,COLEGIO DOM BOSCO - SAO MIGUEL DOS CAMPOS
21500002,COLEGIO DOM BOSCO BALSAS
41377168,COLEGIO DOM BOSCO BATEL
13098519,COLEGIO DOM BOSCO LESTE
21010331,COLEGIO DOM BOSCO LTDA
41146476,COLEGIO DOM BOSCO MERCES EDUCACAO INFANTIL ENSINO FUNDAMENTAL E MEDIO
35004193,COLEGIO DOM BOSCO RIO CLARO
17056420,COLEGIO DOM BOSCO TAQUARALTO
41127781,COLEGIO DOM BOSCO UNIDADE AHU
35005110,COLEGIO DOM BOSCO VILA MATILDE
26033925,COLEGIO DOM BOSCOEXTENSAO
31205150,COLEGIO DOM CABRAL
23268506,COLEGIO DOM FELIPE
35805440,COLEGIO DOM FELIPE UNIDADE II
31248401,COLEGIO DOM FERRAZ
31274852,COLEGIO DOM FERRAZ SOLAR DE ENSINO FUNDAMENTAL E MEDIO
43157149,COLEGIO DOM HERMETO
42108764,COLEGIO DOM JAIME CAMARA
29147905,COLEGIO DOMINIUM LTDA
31379832,COLEGIO DONA CLARA - UNIDADE 2
52046141,COLEGIO DOS SAGRADOS CORACOES
26127091,COLEGIO DOURADO
52064786,COLEGIO DR JAMIL SEBBA
35106636,COLEGIO DR WALTER BELIAN
41009169,COLEGIO DRUMMOND ENS FUNDAMENTAL E MEDIO
26127750,COLEGIO DULCE DE SOUZA LEAO LTDA
41377540,COLEGIO DYNAMICO
29454000,COLEGIO E CURSO A L LAVOISIER
24069388,COLEGIO E CURSO ABSOLUTO
25135406,COLEGIO E CURSO ALBERT EINSTEIN
33178828,COLEGIO E CURSO AO CUBO
33186260,COLEGIO E CURSO AO CUBO
33193347,COLEGIO E CURSO APLICACAO
33177279,COLEGIO E CURSO APLICACAO
33447225,COLEGIO E CURSO AZ - UNIDADE BARRA
33228604,COLEGIO E CURSO AZ - UNIDADE BOTAFOGO
33173990,COLEGIO E CURSO AZ - UNIDADE TIJUCA
33552231,COLEGIO E CURSO CARPE DIEM ASSESSORIA E EMPREENDIMENTOS LTDA
33196770,COLEGIO E CURSO CARVALHO BRAGA
26529807,COLEGIO E CURSO CP
26187507,COLEGIO E CURSO DESAFIO
24070300,COLEGIO E CURSO EVOLUCAO
25097539,COLEGIO E CURSO EVOLUCAO
26320614,COLEGIO E CURSO EXPOSITIVO
33171670,COLEGIO E CURSO FATOR
33153787,COLEGIO E CURSO FUTURO VILA DA PENHA VIP LTDA
24059706,COLEGIO E CURSO GALILEU
29472440,COLEGIO E CURSO GAUSS
24080462,COLEGIO E CURSO GENESIS LTDA ME
33173923,COLEGIO E CURSO ICONE
33195366,COLEGIO E CURSO INTELECTUS UNIDADE BANGU
33241201,COLEGIO E CURSO INTELLECTUS - UNIDADE FREGUESIA
26109549,COLEGIO E CURSO JOAO PAULO I
25118102,COLEGIO E CURSO JOSE AMERICO DE ALMEDA
25128787,COLEGIO E CURSO LL LTDA
26137968,COLEGIO E CURSO LUPAT LTDA
26157373,COLEGIO E CURSO MAGMA
51064910,COLEGIO E CURSO MASTER
26174189,COLEGIO E CURSO MASTER LTDA
33187770,COLEGIO E CURSO MATRIZ EDUCACAO
33187789,COLEGIO E CURSO MATRIZ EDUCACAO
33183368,COLEGIO E CURSO MATRIZ EDUCACAO
33187762,COLEGIO E CURSO MATRIZ EDUCACAO
33048185,COLEGIO E CURSO MATRIZ EDUCACAO
33190674,COLEGIO E CURSO MATRIZ EDUCACAO LTDA
33192685,COLEGIO E CURSO MATRIZ EDUCACAO ROCHA MIRANDA
33197466,COLEGIO E CURSO MATRIZ EDUCACAO UNIDADE MADUREIRA
26179199,COLEGIO E CURSO MENINO JESUS
26118211,COLEGIO E CURSO MICKEYLANDIA
33169560,COLEGIO E CURSO MOVA FILIAL
31367036,COLEGIO E CURSO NOTA 10
26174588,COLEGIO E CURSO OPCAO
33120544,COLEGIO E CURSO PENSI
33135827,COLEGIO E CURSO PENSI
33191824,COLEGIO E CURSO PENSI
33161011,COLEGIO E CURSO PENSI
33166943,COLEGIO E CURSO PENSI
33166820,COLEGIO E CURSO PENSI
33178909,COLEGIO E CURSO PENSI
33421226,COLEGIO E CURSO PENSI
33178976,COLEGIO E CURSO PENSI
33161429,COLEGIO E CURSO PENSI
33193118,COLEGIO E CURSO PENSI
33161402,COLEGIO E CURSO PENSI
33182094,COLEGIO E CURSO PENSI
33166935,COLEGIO E CURSO PENSI
33150931,COLEGIO E CURSO PENSI
33165920,COLEGIO E CURSO PENSI
26182211,COLEGIO E CURSO PERFORMANCE
25213806,COLEGIO E CURSO PETRONIO FIGUEIREDO LTDA
33055378,COLEGIO E CURSO PIO XII
33190054,COLEGIO E CURSO PIRAQUARA
26156318,COLEGIO E CURSO POTENCIAL
33189145,COLEGIO E CURSO PROF SANDRA STEFANO PAIVA
33193053,COLEGIO E CURSO PROGRESSAO
33189170,COLEGIO E CURSO PROGRESSAO
33174725,COLEGIO E CURSO PROGRESSAO NOVA IGUACU LTDA ME
33182108,COLEGIO E CURSO PRW
26187361,COLEGIO E CURSO REAL
26181673,COLEGIO E CURSO REAL
33189846,COLEGIO E CURSO RESOLVE RIO DAS OSTRAS
33186910,COLEGIO E CURSO SAMARITANO
22163409,COLEGIO E CURSO SECULUS
33194084,COLEGIO E CURSO START
33181594,COLEGIO E CURSO START
33193495,COLEGIO E CURSO ZERO HUM
33186928,COLEGIO E CURSO ZERO HUM MARICA
33166951,COLEGIO E CURSO ZEROHUM
33200572,COLEGIO E CURSO ZEROHUM
33184666,COLEGIO E CURSO ZEROHUM
33180660,COLEGIO E CURSO ZEROHUM ALCANTARA
33198926,COLEGIO E CURSO ZEROHUM DA PRATA
33055416,COLEGIO E CURSO ZEROHUM ICARAI
33196826,COLEGIO E CURSO ZEROHUM ITABORAI
33193991,COLEGIO E CURSO ZEROHUM ITAIPU
33197350,COLEGIO E CURSO ZEROHUM MADUREIRA
33193444,COLEGIO E CURSO ZEROHUM NILOPOLIS
33176787,COLEGIO E CURSO ZEROHUM NITEROI
33187681,COLEGIO E CURSO ZEROHUM NOVA IGUACU
33196133,COLEGIO E CURSO ZH QUEIMADOS LTDA
35150484,COLEGIO E ESCOLA TECNICA DA FUNDACAO
29399262,COLEGIO E PRE VESTIBULAR DESTAQUE
31365904,COLEGIO ECCELLENTE - UNIDADE PALMARES
28020863,COLEGIO EDIAL LTDA
29064139,COLEGIO EDIMASTER
31341398,COLEGIO EDUC
41076290,COLEGIO EDUCACAO DINAMICA
31230898,COLEGIO EDUCACAO E CULTURA
31223417,COLEGIO EDUCACIONAL ABC DE ENSINO FUNDAMENTAL E MEDIO
15179290,COLEGIO EDUCACIONAL BENTHIEN LTDA
33162948,COLEGIO EDUCACIONAL CLM
35004818,COLEGIO EDUCACIONAL VALE DO PARANAPANEMA
52095940,COLEGIO EDUCADOR
21199090,COLEGIO EDUCALLIS
24018228,COLEGIO EDUCANDARIO IMACULADA CONCEICAO LTDA
28001656,COLEGIO EDUCAR
42113350,COLEGIO EDUCAR
52055914,COLEGIO EDUCAR BRASIL ACREUNA LTDA EPP
52054268,COLEGIO EDUCAR BRASIL RIO VERDE LTDA - ME
21182345,COLEGIO EDUCAR DOM BOSCO
31229946,COLEGIO EDUCARE
41008545,COLEGIO EDUCARE - EDUCACAO INFANTIL ENSINO FUNDAMENTAL E MEDIO
31235555,COLEGIO EDUCARE DE BETIM
35159207,COLEGIO EDUCARTE EDUCACAO INFANTIL ENSINO FUNDAMENTAL E MEDIO
35155147,COLEGIO EDUCATIVA
35191188,COLEGIO EDUKI EDUCACAO INFANTIL ENSINO FUNDAMENTAL
43216510,COLEGIO EGALITE
52290352,COLEGIO EINSTEIN
35006735,COLEGIO EINSTEIN
52219364,COLEGIO EINSTEIN JR
28043405,COLEGIO EL SHADDAY
21196420,COLEGIO ELICEU MONTEIRO ALVES
42003903,COLEGIO ELISA ANDREOLI
35004036,COLEGIO ELISEOS
28075420,COLEGIO ELITE
42116643,COLEGIO ELITE CEB - EM
41127480,COLEGIO ELITE CONTEMPORANEO EI EF M
41071921,COLEGIO ELITE EF EM
41379152,COLEGIO ELITE LONDRINA - ENSINO FUNDAMENTAL E MEDIO
31367672,COLEGIO ELITE MASTER
35143170,COLEGIO ELITE MONTEIRO LOBATO
41354869,COLEGIO ELITE SAO JOSE DOS PINHAIS CENTRO - EDUCACAO INFANTIL - ENSINO FUNDAMENTAL E ENSINO MEDIO
35579403,COLEGIO ELITECOL
16012410,COLEGIO ELITTE
26191423,COLEGIO ELO
52104486,COLEGIO ELO
26125625,COLEGIO ELO
26157233,COLEGIO ELO
31274151,COLEGIO ELYSIUM
33101809,COLEGIO EME
29179564,COLEGIO EMMANUEL KANT
31364886,COLEGIO EMPREENDER
35108637,COLEGIO ENAU
24059935,COLEGIO ENCANTO UNIDADE I
42133319,COLEGIO ENERGIA
42141036,COLEGIO ENERGIA
42109230,COLEGIO ENERGIA
41377508,COLEGIO ENERGIA ATIVA - EDUCACAO INFANTIL ENSINO FUNDAMENTAL E MEDIO
35142967,COLEGIO ENGENHEIRO SALVADOR ARENA
29436168,COLEGIO ENIGMA
33451303,COLEGIO ENSINO COM
41376846,COLEGIO ENSITEC - ENSINO FUNDAMENTAL MEDIO E PROFISSIONAL
22144188,COLEGIO EQUACAO CERTA
22144196,COLEGIO EQUACAO CERTA LESTE
26118165,COLEGIO EQUIPE
33115699,COLEGIO EQUIPE 1
15177017,COLEGIO EQUIPE ANANINDEUA
15168344,COLEGIO EQUIPE CRISTAL I
31133680,COLEGIO EQUIPE DE EDUCACAO BASICA
31324515,COLEGIO EQUIPE DE JUIZ DE FORA
33111774,COLEGIO EQUIPE GRAU
15179397,COLEGIO EQUIPE JURUTI
16027000,COLEGIO EQUIPE MACAPA
41129148,COLEGIO ERASTO GAERTNER
23276142,COLEGIO ERNESTO GURGEL
23395630,COLEGIO ESPACO ABERTO
33157499,COLEGIO ESPACO ATIVO
23281332,COLEGIO ESPACO CERTO
26185539,COLEGIO ESPACO EDUCATIVO
33155860,COLEGIO ESPACO LIVRE
23232234,COLEGIO ESPACO LIVRE
35008885,COLEGIO ESPACO MAGICO INTEGRADO CEMI
33188823,COLEGIO ESPACO VERDE
43038387,COLEGIO ESPIRITO SANTO
33133840,COLEGIO ESPLENDOR
33075131,COLEGIO ESQUEMA
16011244,COLEGIO ESTACAO
41161084,COLEGIO ETICA IBIPORA EI EF M
33009694,COLEGIO EUCARISTICO
33187274,COLEGIO EUCARISTICO SANTO ANTONIO
33187282,COLEGIO EUCARISTICO SAO GONCALO
35008650,COLEGIO EVANGELICO DE ITAQUERA
33180458,COLEGIO EVANGELICO ESPORTIVO VIEIRA AGUIAR
42091578,COLEGIO EVANGELICO JARAGUA
52048420,COLEGIO EVANGELICO PLENITUDE
52096491,COLEGIO EVANGELICO PRINCIPIO DA SABEDORIA
29396379,COLEGIO EVANGELICO VIDA NOVA
33129902,COLEGIO EVEREST INTERNACIONAL
41387392,COLEGIO EVEREST INTERNACIONAL - EFM
25093037,COLEGIO EVO
23276649,COLEGIO EVOLUCAO
52100987,COLEGIO EVOLUCAO
42123704,COLEGIO EVOLUCAO
15176045,COLEGIO EVOLUCAO DE ALTAMIRA
33266204,COLEGIO EVOLUCAO DE ITAIPUACU LTDA
35004851,COLEGIO EVOLUCAO EDUCACIONAL
35157132,COLEGIO EVOLUCAO MAIS
50035690,COLEGIO EVORA
15585131,COLEGIO EXATO
52085414,COLEGIO EXATO
42014247,COLEGIO EXCELENCIA
52080668,COLEGIO EXECUTIVO
24057061,COLEGIO EXECUTIVO LTDA
26197405,COLEGIO EXIMIUS
24088439,COLEGIO EXITO
23192020,COLEGIO EXITO DO CARIRI SS LTDA
51042371,COLEGIO EXITUS EIRELI-ME
52032620,COLEGIO EXODO
52067858,COLEGIO EXPANSAO DE SANTA MARIA DOS ANJOS
16011570,COLEGIO EXPANSIVO
22022457,COLEGIO EXPERT
31022837,COLEGIO EXPOENTE
32065060,COLEGIO EXPOENTE DE CASTELO
42116112,COLEGIO EXPONENCIAL
52091295,COLEGIO EXPOVEST
52212386,COLEGIO EXPRESSAO
43135129,COLEGIO EXPRESSAO
35119787,COLEGIO EXPRESSAO
35116661,COLEGIO EXTENSAO
42028736,COLEGIO EXTENSAO X
24089303,COLEGIO EXTENSIVO
35139973,COLEGIO EXTERNATO ENSINO MEDIO
35185243,COLEGIO FAAT ENSINO FUNDAMENTAL E MEDIO
