codigo_inep,escola
41154177,COLEGIO SESI DOIS VIZINHOS ENSINO MEDIO
41086627,COLEGIO SESI EDUCACAO INFANTIL E ENSINO MEDIO
41605950,COLEGIO SESI FOZ DO IGUACU ENSINO MEDIO
41101324,COLEGIO SESI GUARAPUAVA ENSINO MEDIO
41154231,COLEGIO SESI INTERNACIONAL DE CURITIBA ENSINO FUNDAMENTAL E MEDIO
41157320,COLEGIO SESI INTERNACIONAL DE LONDRINA ENSINO MEDIO
41389093,COLEGIO SESI IRATI EDUCACAO INFANTIL E ENSINO MEDIO
41388135,COLEGIO SESI PARANA ENSINO FUNDAMENTAL E MEDIO
41388232,COLEGIO SESI PARANA ENSINO MEDIO
41602072,COLEGIO SESI PARANA ENSINO MEDIO
41388380,COLEGIO SESI PARANA ENSINO MEDIO
41387945,COLEGIO SESI PARANA RIO NEGRO ENSINO MEDIO
41146948,COLEGIO SESI PARANAVAI ENSINO MEDIO
41392272,COLEGIO SESI PATO BRANCO ENSINO MEDIO
41148118,COLEGIO SESI PINHAIS ENSINO MEDIO
41155211,COLEGIO SESI PONTA GROSSA EDUCACAO INFANTIL E ENSINO MEDIO
41153707,COLEGIO SESI SANTO ANTONIO DA PLATINA ENSINO MEDIO
41389808,COLEGIO SESI TELEMACO BORBA ENSINO MEDIO
41147219,COLEGIO SESI UMUARAMA EDUCACAO INFANTIL E ENSINO MEDIO
41388402,COLEGIO SESI UNIAO DA VITORIA EDUCACAO INFANTIL ENSINO FUNDAMENTAL E MEDIO
31128031,COLEGIO SETE DE SETEMBRO
33111650,COLEGIO SETEMBRO
29391970,COLEGIO SEU AMADO
35192934,COLEGIO SEVERIANO
52083870,COLEGIO SHALLON - GOIANIA 2
52033090,COLEGIO SHALLON - UNIDADE I
23275936,COLEGIO SHALOM
29024498,COLEGIO SHALOM LTDA
35582827,COLEGIO SIGMA
27049248,COLEGIO SIGMA
42055253,COLEGIO SILOE
33190160,COLEGIO SILVA SERPA
52097676,COLEGIO SIMBIOS
52086542,COLEGIO SIMETRIA
29380740,COLEGIO SIMETRICO LTDA
52106446,COLEGIO SINAPSE
42016410,COLEGIO SINODAL DOUTOR BLUMENAU
43087469,COLEGIO SINODAL PROGRESSO
31257583,COLEGIO SISTEMA
15567648,COLEGIO SISTEMA SOCIEDADE CIVIL LTDA
29227720,COLEGIO SOCIAL DE JEQUIE
29290783,COLEGIO SOCIAL DE VALENCA
35806444,COLEGIO SOKA DO BRASIL
21278962,COLEGIO SOL
52015742,COLEGIO SOLAR
31381101,COLEGIO SOLIDO - UNIDADE PIRAPORA
31367710,COLEGIO SOLIDO - UNIDADE SAO JOSE
31346209,COLEGIO SOLIDO MEDIO
16011708,COLEGIO SOLUCOES
35442100,COLEGIO SOMAR
15230023,COLEGIO SOPHOS DE PARAGOMINAS
35158719,COLEGIO SOS
35450935,COLEGIO SOUZA E ALMEIDA
26137950,COLEGIO SOUZA LEAO MEDIO
31377619,COLEGIO SOUZA SIMAN
33160996,COLEGIO SR MILLENNIUM
29149908,COLEGIO STAR
50035703,COLEGIO STATUS - UNIDADE II
31324434,COLEGIO SUCESSO
52031772,COLEGIO SUL D AMERICA LTDA
35168531,COLEGIO SUPER HUMANOS
42145058,COLEGIO SUPER INCENTIVO LTDA ME
31368113,COLEGIO SUPER MAIS
29365791,COLEGIO SUPER STAR
26101840,COLEGIO SUPERACAO
29442710,COLEGIO SUPERIOR LTDA
15565793,COLEGIO SUPREMO DA AMAZONIA
35119593,COLEGIO SUZANO
35115484,COLEGIO T C ATHENA
24069515,COLEGIO TALENTO
51062925,COLEGIO TALES DE MILETO
33106460,COLEGIO TAUA
25001795,COLEGIO TECNICO DOM VITAL
33173133,COLEGIO TECNICO SANTA CLARA EIRELI ME
31062243,COLEGIO TECNOLOGICO DELFIM MOREIRA
23212020,COLEGIO TELES
23282339,COLEGIO TELEYOS
33394202,COLEGIO TEMPORAL DO GAU LTDA
42160545,COLEGIO TEOREMA
52101355,COLEGIO TERA
52032183,COLEGIO TEREZINHA DE JESUS
35007382,COLEGIO TERRA BRASILIS LTDA
41048873,COLEGIO TIA ANA MARIA
50005200,COLEGIO TICTAC E INSTITUTO PENRABEL
51015773,COLEGIO TIRADENTES
25125494,COLEGIO TOP
35529503,COLEGIO TORRICELLI UNIDADE I
43029035,COLEGIO TOTEM CACHOEIRA DO SUL
43218237,COLEGIO TOTEM CRUZ ALTA
43216870,COLEGIO TOTEM SANTA MARIA
31361313,COLEGIO TRAVESSIA
42203600,COLEGIO TRILINGUE INOVACAO
52108813,COLEGIO TRINUS
35167666,COLEGIO TRIVIUM
33064628,COLEGIO TTH BAR-ILAN
35439939,COLEGIO TYTO BARRA BONITA
33170401,COLEGIO UEDA PECANHA
43037720,COLEGIO ULBRA CRISTO REDENTOR
15011020,COLEGIO ULBRA CRISTO SALVADOR
43176984,COLEGIO ULBRA MARTINHO LUTERO
17026156,COLEGIO ULBRA PALMAS
43173357,COLEGIO ULBRA SAO PEDRO
42105528,COLEGIO UNI
28037812,COLEGIO UNI MAIS
25099540,COLEGIO UNIAO
11037660,COLEGIO UNIAO
31342998,COLEGIO UNIAO DE ENSINO INFANTIL FUNDAMENTAL E MEDIO - COOPEC TC
42007437,COLEGIO UNIBAVE
35006207,COLEGIO UNICO
33170509,COLEGIO UNICO LTDA
26440733,COLEGIO UNICO UNIDADE SANTO AMARO
35142840,COLEGIO UNIDADE MONTE ALTO DE ENSINO
52105555,COLEGIO UNIDESC
42110599,COLEGIO UNIFICADO
42114012,COLEGIO UNIFICADO
42123372,COLEGIO UNIFICADO
31118281,COLEGIO UNIFOR
50016628,COLEGIO UNIGRAN
50032895,COLEGIO UNIGRAN - UNIDADE II
41147049,COLEGIO UNINORTE JUNIOR - EDUCACAO INFANTIL ENSINO FUNDAMENTAL E MEDIO
35152961,COLEGIO UNIQUE
35288445,COLEGIO UNIQUEUNIDADE URUPES
35006934,COLEGIO UNITERP CIDADE NORTE
35102301,COLEGIO UNIVERSIDADE BRASIL
31371696,COLEGIO UNIVERSITARIO
43200273,COLEGIO UNIVERSITARIO
42123682,COLEGIO UNIVERSITARIO CRICIUMA LTDA
31180556,COLEGIO UNIVERSITARIO DE APLICACAO DA UNINCOR - PROF DR JOSE MARIA FERREIRA MACIEL
35152638,COLEGIO UNIVERSITARIO DE AVARE
41033310,COLEGIO UNIVERSITARIO ED INFANT ENS FUND E MEDIO
42038901,COLEGIO UNIVERSITARIO MAFRENSE
24003638,COLEGIO UNIVERSO UNO
43199879,COLEGIO UNIVERSOS
52093069,COLEGIO UNO SALES
42161509,COLEGIO UNOESC DE EDUCACAO INOVADORA
52097595,COLEGIO UNUS
29024595,COLEGIO VALE DO SAO FRANCISCO
31343781,COLEGIO VALE DO SAPUCAI
35168920,COLEGIO VANGUARDA
31295175,COLEGIO VENCER
23252464,COLEGIO VENCER
31365106,COLEGIO VENCER
26122170,COLEGIO VERA CRUZ RECIFE
52094502,COLEGIO VERATZ - INSTITUTO DE EDUCACAO ABV LTDA
42143063,COLEGIO VERDES MARES
33100926,COLEGIO VERITAS
52096807,COLEGIO VERITAS II
52101517,COLEGIO VERSUS LTDA
31074331,COLEGIO VIANNA JUNIOR
33083770,COLEGIO VICTORIA CASTRO LTDA-ME
35808210,COLEGIO VICTORINO EIRELI
35584939,COLEGIO VIDEIRA
25133012,COLEGIO VILA LTDA
31319091,COLEGIO VILA MONTE SIAO
51064529,COLEGIO VILA REAL LTDA - ME
27230627,COLEGIO VILA RICA
29442826,COLEGIO VILAS
31293423,COLEGIO VILLA REAL
52076997,COLEGIO VILLAGE GARAVELO - UNIDADE I
41033256,COLEGIO VILLASBOAS EDUCACAO INFANTIL E ENSINO FUNDAMENTAL
29386756,COLEGIO VIRAMUNDO
52089550,COLEGIO VISAO
26118262,COLEGIO VISAO
52076601,COLEGIO VISAO
22118977,COLEGIO VISAO DE PARNAIBA
23231297,COLEGIO VITORIA LTDA
43150616,COLEGIO VOLARE SOLEDADE
52050785,COLEGIO VOO LIVRE LTDA
25071513,COLEGIO WALFREDO SIQUEIRA LUNA
50032712,COLEGIO WINNER NAVIRAI
52068986,COLEGIO WR
52103358,COLEGIO YES PROFISSIONAL
29070392,COLEGIO YOLANDA DIAS ROCHA
52022765,COLEGIO ZENITE
52059383,COLEGIO ZENITE
33171793,COLEGIO-CURSO CELULA 1
33109591,COLEGIO-CURSO TAMANDARE
15585689,COLEGIOSEIMA
52088120,COLEGO PITAGORAS LTDA
31374555,COLEGUIUM - INTERNACIONAL CIDADE NOVA
31358428,COLEGUIUM - UNIDADE ALIPIO DE MELO
31358541,COLEGUIUM - UNIDADE CARLOS PRATES
31359610,COLEGUIUM - UNIDADE CONCEICAO DO MATO DENTRO
31374644,COLEGUIUM - UNIDADE DIVINOPOLIS
31364860,COLEGUIUM - UNIDADE GUTIERREZ ENSINO FUNDAMENTAL E MEDIO
31005088,COLEGUIUM - UNIDADE INTERNACIONAL BELVEDERE
31368342,COLEGUIUM - UNIDADE INTERNACIONAL BURITIS
15173437,COLEGUIUM - UNIDADE INTERNACIONAL CARAJAS
31006386,COLEGUIUM - UNIDADE JARAGUA
31341550,COLEGUIUM - UNIDADE JARDIM CANADA
31254886,COLEGUIUM - UNIDADE LAGOA SANTA
31377759,COLEGUIUM - UNIDADE NOVA SUICA
31217123,COLEGUIUM - UNIDADE OURO PRETO
31351725,COLEGUIUM - UNIDADE OURO PRETO INTEGRAL
31322873,COLEGUIUM - UNIDADE SANTA AMELIA
25113100,COLIBRI COLEGIO E CURSO
22268715,COLISEU CENTRO EDUCACIONAL
35152900,COLISEU COLEGIO
31260541,COLLEGIUM PRISMA
41057570,COLONIA HOLANDESA CEI EF M
35126007,COMPACTO DE MARILIA COLEGIO
35104206,COMPANHIA DE MARIA COLEGIO
33138460,COMPLEXO CULTURAL CACA TALENTOS
24057207,COMPLEXO EDUC HENRIQUE CASTRICIANO
27220923,COMPLEXO EDUCACIONAL AGOSTINIANO
24057002,COMPLEXO EDUCACIONAL CONTEMPORANEO
21180385,COMPLEXO EDUCACIONAL DOCE INFANCIA
21092761,COMPLEXO EDUCACIONAL DOM BOSCO
21017549,COMPLEXO EDUCACIONAL LAUNE
26188090,COMPLEXO EDUCACIONAL NOVO HORIZONTE
24009296,COMPLEXO EDUCACIONAL SANTO ANDRE
35112689,COMUNITARIA DE CAMPINAS ESCOLA
35136359,CONCORDIA COLEGIO
35060574,CONDE DOMINGOS COLEGIO
27053431,CONECTA EIRELI
35802141,CONECTADO COLEGIO
35445848,CONEXAO COLEGIO
22026029,CONEXAO COLEGIO LTDA
52108430,CONEXAO EDUCACIONAL
13105493,CONNEXUS ENSINO FUNDAMENTAL E MEDIO LTDA
35809305,CONQUISTA COLEGIO
35170112,CONQUISTA COLEGIO
35196642,CONSTRUINDO COLEGIO
35188980,CONSTRUINDO O FUTURO COLEGIO
24083453,CONTEMPORANEO CIDADE VERDE
35401857,CONVIVIO DE BEBEDOURO ESCOLA DE ENSINO MEDIO
22022899,COOP EDUC BASICA DO PIAUI
31279684,COOP EDUC CARLOS CHAGAS-COOEDUCAR
31041408,COOP EDUC N SRA DE FATIMA
33094101,COOPEDUCACIONAL ESCOLA ESPACO EDUCACAOJARDIM ESCOLA PEQUENO POLEGAR
32073739,COOPEDUCAR CE E CULTURA SABER
51054400,COOPEQ-COOPERATIVA DE TRABABALHO EDUCACIONAL QUATRO MARCOS
42147549,COOPERATIVA DE EDUCACAO DE PROFESSORES E ESPECIALISTAS
51065088,COOPERATIVA DE ENSINO ALVARES CABRAL
52067840,COOPERATIVA DE ENSINO DE QUIRINOPOLIS
35172832,COOPERATIVA DE IBIUNA ESCOLA
11040076,COOPERATIVA DE PROFISSIONAIS EM EDUCACAO
29318297,COOPERATIVA DE TRABALHO DOS PROFISSIONAIS EM EDUCACAO DE EUNAPOLIS - COOEDUC EUNAPOLIS
33156913,COOPERATIVA DE TRABALHO EDUCACIONAL CESAR ALMEIDA
33192677,COOPERATIVA DE TRABALHO EDUCACIONAL EIDUC ESPACO INTEGRADO DE EDUC E CULT DE BOM JARDIM LTDA
25130226,COOPERATIVA DE TRABALHO INSTITUTO EDUCACIONAL COMPACTO
42048192,COOPERATIVA DE TRABALHO MAGNA
33164541,COOPERATIVA DOS PROFISSIONAIS DA EDUCACAO DE ANGRA DOS REIS
51016010,COOPERATIVA EDUCACIONAL ALBERT SABIN
33138141,COOPERATIVA EDUCACIONAL CAPACITAR
35159104,COOPERATIVA EDUCACIONAL DE BARIRI COEBA CENTRO DE ED BASICA
29433002,COOPERATIVA EDUCACIONAL DE BARREIRAS
11050373,COOPERATIVA EDUCACIONAL DE CACOAL
27226530,COOPERATIVA EDUCACIONAL DE GIRAU DO PONCIANO - LTDA
42126088,COOPERATIVA EDUCACIONAL DE IMBITUBA
29304490,COOPERATIVA EDUCACIONAL DE ITABUNA
29454425,COOPERATIVA EDUCACIONAL DE JAGUARARI COOPEJ
35138174,COOPERATIVA EDUCACIONAL DE LENCOIS PAULISTA COOPERELP
29377463,COOPERATIVA EDUCACIONAL DE NAZARE LTDA
35126925,COOPERATIVA EDUCACIONAL DE NOVO HORIZONTE
29406080,COOPERATIVA EDUCACIONAL DE SANTO ANTONIO DE JESUS RESP LTDA
35172960,COOPERATIVA EDUCACIONAL DE UBATUBA
11041951,COOPERATIVA EDUCACIONAL DE VILHENA
33120986,COOPERATIVA EDUCACIONAL ESCOLA FRIBOURG
35123444,COOPERATIVO COLEGIO DE EDUCACAO BASICA
35118023,COOPERE COLEGIO
35155160,COOPERPRO COLEGIO DE EDUCACAO BASICA
29365406,COOPEX - COLEGIO BOA IDEIA
52101363,COPE - COLEGIO PREPARAENEM
35172613,COPERNICO COLEGIO
35165967,CORACAO DE MARIA INSTITUTO EDUCACIONAL
35116178,CORACAO IMACULADO DE MARIA COLEGIO
25205803,CORALIO SOARES DE OLIVEIRA
35151993,COSMOS DE PAULINIA COLEGIO
35449748,COSTA AGUIAR COLEGIO
35133152,COSTA ZAVAGLI COLEGIO
35111363,COTET COLEGIO TECNICO DE TAUBATE
22141197,CPI SISTEMA DE ENSINO
24003581,CPP - COLEGIO PRINCIPE
33181110,CR TAVARES EDUCACIONAL COLEGIO E CURSOS
35373424,CRAVINHOS CENTRO EDUCACIONAL DE
24075329,CREART CENTRO CRIATIVO DE EDUCACAO COM ARTES
35172510,CRESCER COLEGIO
35175420,CRESCER DE JUNDIAI COLEGIO
21279446,CRESCIMENTO CALHAU
35812912,CRIACAO DA VILA COLEGIO
35151567,CRIACAO ESCOLA
35808337,CRIAR COLEGIO
35173137,CRIAR TE ESCOLA DE EDUCACAO INFANTIL
35809445,CRIARTE COLEGIO
35118321,CRIARTE COLEGIO
35101783,CRIATIVA ESCOLA DE EIEEF
35117547,CRIATIVO COLEGIO
35268410,CRISTA DE ENSINO ESCOLA
35290981,CRISTAO DE JUNDIAI COLEGIO
35151737,CRISTAO FLORIDA COLEGIO
41159357,CRISTAO INT DE MARINGAZONA CEM
35175857,CRISTAO LEAO DE JUDA COLEGIO
35141331,CRISTOVAO COLOMBO COLEGIO
35151348,CRUZ DE MALTA INSTITUTO DE EDUCACAO
35289036,CRUZEIRO COLEGIO
35130758,CRUZEIRO DO SUL COLEGIO UNIDADE II
26170515,CTM COLEGIO E CURSO LTDA
35189935,CULTURA COLEGIO
35800200,CUNHA CARVALHO CURUMIM COLEGIO
28018109,CURSO COLEGIO MODULO LTDA
33129005,CURSO DE APLICACAO UNIVERSITARIA LTDA
29422299,CURSO E COLEGIO ANALISE - EIRELI - EPP
42152038,CURSO E COLEGIO CONEXAO LTDA
42160650,CURSO E COLEGIO CRIATIVO
29458757,CURSO E COLEGIO FORTUNATO
42116040,CURSO E COLEGIO IDEOLOGIA
42159547,CURSO E COLEGIO INTEGRAL
29477271,CURSO E COLEGIO LEFFLER
35007524,CURSO E COLEGIO UNI
33148287,CURSO FLAMA VESTIBULARES LTDA
31239682,CURSO G9
33175110,CURSO PROGRESSAO ILHA DO GOVERNADOR LTDA ME
35126044,CURSOS PROVE ESCOLA DE ENSINO FUNDAMENTAL E MEDIO
23263741,CWD MAXIMUS COLEGIO
35118312,D EDUCATIVO
35373886,D INCAO INSTITUTO DE ENSINO
21274231,D PEDRO II EMPREENDIMENTOS EDUCACIONAIS LTDA
35155100,DA VINCI COLEGIO INSTITUTO EDUCACAO
35103524,DANTE ALIGHIERI COLEGIO
23073012,DARWIN COLEGIO
23272015,DAULIA BRINGEL COLEGIO
35805683,DAVILOHN COLEGIO
35165359,DAVINA GASPARINI COLEGIO
35288214,DE ANGELES UNID I COLEGIO
35296478,DEGRAUS COLEGIO
35119040,DELTA COLEGIO
35288652,DELTA COLEGIO
35419849,DELTA COLEGIO E CURSO
35007668,DELTA EDUCACIONAL
35806122,DESAFIO CENTRO EDUCACIONAL
35154908,DESAFIO CENTRO EDUCACIONAL
35287246,DESCALVADO COLEGIO UNIDADE I
35199618,DI BIAGI COLEGIO
35170409,DIADEMA CENTRO EDUCACIONAL DE
35140934,DIADEMA COLEGIO INTEGRADO
35463085,DIALOGO ESCOLA DE ENSINO MEDIO
35159918,DIMENSAO CRIANCA E CIA COLEGIO
35161792,DIMENSAO CURSO E COLEGIO DE E FUND E MEDIO
35169584,DIMENSAO ESCOLA TECNICA
35143479,DINAMICA COLEGIO DE NOVA GRANADA
35004980,DINAMICA ESCOLA DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL
35123389,DINAMICA ESCOLA EDUCACAO BASICA DE VOTUPORANGA
33118663,DINAMICO CENTRO DE ENSINO
35288019,DINAMICO COLEGIO
35137169,DINAMICO COLEGIO EIFM
35813916,DINAMICO DE GUARACAI COLEGIO
35124148,DINAMICO INSTITUTO EDUCACIONAL
35121563,DIOCESANO PAULO VI COLEGIO
35113207,DIVINO SALVADOR COLEGIO
35172959,DIVINO SALVADOR COLEGIO ITU
35143273,DOCTUS COLEGIO UNIDADE II
35185474,DOCTUS COLEGIO UNIDADE III
42134846,DOM BOSCO - ESCOLA INTELIGENTE
41137574,DOM BOSCO - UNIDADE SAO JOSE DOS PINHAIS
35169328,DOM BOSCO COLEGIO
35367734,DOM BOSCO COLEGIO UNID III
35800077,DOM BOSCO DE ITAPETININGA COLEGIO
42158818,DOM BOSCO PREMIUM
35439642,DOM BOSCO SANTO ANDRE UNIDADE III COLEGIO
35314785,DOM BOSCO UNIDADE II COLEGIO
35161287,DOM FELIPE COLEGIO
35464636,DOM HENRIQUE COLEGIO
35008763,DOM HENRIQUE KM 18 COLEGIO
29467950,DOM JEQUIE
35124503,DOM MACARIO SCHMITT COLEGIO
35161895,DOM PEDRO COLEGIO
35808349,DOM PEDRO I COLEGIO
35112124,DOM PEDRO II COLEGIO
42118255,DOM SISTEMA EDUCACIONAL
35118758,DOMINANTE COLEGIO
35137583,DOMINIQUE COLEGIO
35165050,DOMINIUS COLEGIO
35141264,DOMINUS VIVENDI COLEGIO EIFM
35384793,DOMUS COLEGIO
35509516,DOMUS MARIAE CENTRO EDUCACIONAL
35179103,DOMUS SAPIENS COLEGIO UNIDADE I
35432994,DOMUS SAPIENS COLEGIO UNIDADE II
35115307,DOMUS VIVENDI COLEGIO
35119192,DOURADO COLEGIO
29459230,DP - TREINAMENTO E SERVICOS EDUCACIONAIS EIRELI
35464259,DRUMMOND COLEGIO
35141392,DRUMMOND COLEGIO
35119817,DRUMMOND COLEGIO
42163021,DUAL INTERNATIONAL SCHOOL
23252499,DUQUE DE CAXIAS COLEGIO
35289863,DUTRA EDUCACIONAL LTDA
35158690,DUX COLEGIO E CURSOS LTDA
41163656,DYNAMICO CEF M
41384750,DYNAMICO CEF M
41162269,E ADVENTISTA AFONSO PENA EI EF
24067520,E BATISTA CARLOS MATHEUS
15577740,E E F M ALVORADA
15560929,E E I E F E MEDIO ARTE DE EDUCAR DE JACUNDA
15156974,E E I E FM VIDA E SABER
15581047,E EDUC BASICA COLEGIO PARAENSE
15134504,E P E I F M D PEDRO II
15127567,E PART E I F M DISNEYLANDIA
15066886,E PART E I F M INST NSRA DOS ANJOS
35140314,EAG EAG COLEGIO TECNICO
35185673,EBASA ESCOLA DE ENSINO FUNDAMENTAL
35569227,EBENEZER CENTRO EDUCACIONAL
21144028,EC STA MARIA BERTILLA
23068140,ECA DE QUEIROS COLEGIO
53015010,ECB ESCOLA CANADENSE DE BRASILIA SUDOESTE
26182076,ECCOPRIME ESCOLA DE ENSINO INFANTIL E FUNDAMENTAL
41042891,ECEL DE BANDEIRANTESC EI EF M
35132329,ECO COLEGIO
24087017,ECO REDE DE ENSINO
33171637,EDC - ESCOLA DELMIRO CABRAL LTDA
33085854,EDEL - ESC DINAMICA DE ED E LAZER
33064024,EDEM
33084319,EDES - EDUCANDARIO EDITH DOS SANTOS
35135203,EDUARDO GOMES COLEGIO
35159943,EDUARDO LANE COLEGIO PRESBITERIANO ASSOCIACAO BETHEL
31278815,EDUC SAO FRANCISCO DE ASSIS
41078870,EDUCACAO ATIVA CEI EF M
41384113,EDUCACIONAL BIODIVERSIDADE
35165141,EDUCACIONAL DE VIRADOURO COLEGIO
21470200,EDUCANDARIO AGAPE
25102524,EDUCANDARIO AMERICO MESQUITA
26150387,EDUCANDARIO ANTONIO BURGOS
22106954,EDUCANDARIO BONUS LTDA
31157953,EDUCANDARIO CARLOS DRUMMOND DE ANDRADE
31254118,EDUCANDARIO CECILIA MEIRELES
33098840,EDUCANDARIO CECILIA PINHEIRO
17056152,EDUCANDARIO DE ARAGUAINA
26163454,EDUCANDARIO DIVINA PROVIDENCIA
29345006,EDUCANDARIO DIVINO MESTRE
35153084,EDUCANDARIO DOS ANJOS
29183464,EDUCANDARIO EUGENIO NABUCO
52023400,EDUCANDARIO EVANGELICO EIRELI
23070153,EDUCANDARIO FELIPE DOS SANTOS
29452589,EDUCANDARIO GABRIEL ARCANJO
26171414,EDUCANDARIO JARDIM PIEDADE
33103992,EDUCANDARIO JECSA
25001817,EDUCANDARIO JOAO AGRIPINO FILHO
33139440,EDUCANDARIO LUZ DO SABER LTDA
29469287,EDUCANDARIO MARIANO
29130620,EDUCANDARIO MENDESRIOS
26143178,EDUCANDARIO MENEZES
33102830,EDUCANDARIO MIOSOTIS
52100774,EDUCANDARIO NASCENTES DO ARAGUAIA
29455430,EDUCANDARIO NOSSA SENHORA APARECIDA
23040408,EDUCANDARIO NOSSA SENHORA DOS REMEDIOS
29055431,EDUCANDARIO NOSSA SRA DO SS SACRAMENTO
29482445,EDUCANDARIO NS DAJUDA LTDA - LAND
27213714,EDUCANDARIO OLIMPIA AUGUSTA DOS SANTOS
26234610,EDUCANDARIO PAULO FREIRE
29642612,EDUCANDARIO PEDACINHO DO CEU
25303937,EDUCANDARIO PEDRO CARDOSO
35007387,EDUCANDARIO SAINT MARTIN
29381452,EDUCANDARIO SANT ANA
42033802,EDUCANDARIO SANTA ISABEL
22023658,EDUCANDARIO SANTA MARIA GORETTI
25264923,EDUCANDARIO SANTO ANTONIO
26174200,EDUCANDARIO SANTOS DUMONT
26107503,EDUCANDARIO SAO JUDAS TADEU
29465940,EDUCANDARIO SOCIAL IPIRAENSE
35308833,EDUCAR COLEGIO
23462450,EDUCAR COLEGIO
25128957,EDUCAR COLEGIO E CURSO
33132089,EDUCAR COOP EDUC DE ANGRA DOS REIS
35136098,EDUCAR INSTITUTO EDUCACIONAL
35250892,EDUCARE CENTRO DE ENSINO
35300469,EDUCARE COLEGIO
35140910,EDUCARE COLEGIO
35159505,EDUCARE DE ITAPOLIS COLEGIO
35185334,EDUCARE DE PIRATININGA COLEGIO
35193938,EDUCARTE CENTRO EDUCACIONAL E CULTURAL
35451150,EDUCARTE COLEGIO ENSINO MEDIO
35123808,EDUCATIVA CENTRO EDUCACIONAL
35125441,EDUCATIVA INSTITUTO DE EDUCACAO E CULTURA
35263072,EDUQ COMPLEXO EDUCACIONAL
35254859,EDUVALE COLEGIO
51029332,EEB PADRE JOSE DE ANCHIETA
42088836,EEB TEMPO FELIZ
43180817,EEF SANTA ISABEL
32081502,EEFM AZEREDO BOTELHO
35800387,EEI PINGO DE MEL E ENSINO FUNDAMENTAL COLEGIO LADS
15572900,EEIEFM COLEGIO INOVAR DE JACUNDA
25117769,EEIF GRAO DE MOSTARDA LTDA
43051430,EEM STYLLUS EJA EAD
43295258,EEM VIAMOPOLIS
43011993,EEP SENAC SAO LEOPOLDO
41147014,EFETIVO COLEGIO EDUCACAO INFANTIL E ENS FUND E MEDIO
35186429,EINSTEIN COLEGIO
35134417,EINSTEIN DE ENSINO ORGANIZACAO
22141154,EINSTEIN SISTEMA DE ENSINO - UNIDADE I
24085081,EJAX - ENSINO DE JOVENS E ADULTOS TEREZA DE LISIEUX
35136759,EL SHADAI CENTRO EDUCACIONAL
35123560,EL SHADAI COLEGIO
35131787,ELITE COLEGIO DE EIFM
41390024,ELITE CURITIBA EMILIANO PERNETA
50029150,ELITE DOURADOS
15173402,ELITE EDUCAR
31374180,ELITE FLORESTA - BH
33060355,ELITE IGUACUANO
27049140,ELITE INTEGRAL LTDA
33193649,ELITE IRAJA
50018337,ELITE PONTA PORA
35100493,ELITE REDE DE ENSINO
35123511,ELITE REDE DE ENSINO
35158999,ELITE REDE DE ENSINO
35810630,ELITE REDE DE ENSINO
33195978,ELITE REDE DE ENSINO - ITAGUAI
33195757,ELITE REDE DE ENSINO BONSUCESSO
35153795,ELITE REDE DE ENSINO EDUCACAO INFANTIL E ENSINO FUNDAMENTAL
33193720,ELITE REDE DE ENSINO UNIDADE GUADALUPE
35125817,ELITE REDE DE ENSINO UNIDADE II
41157907,ELITE SJP AMBIENTAL
35139270,ELITE TABOAO DA SERRA COLEGIO
41569938,ELITE TALES DE MILETO EI EF M
33184844,ELITE TRES RIOS
41007883,ELITE UMUARAMA
35142694,ELO EDUCACIONAL
41354540,ELO FORMACAO INTEGRAL CEF M
25098306,ELOHIM COLEGIO E CURSO
35184949,ELSHADAY COLEGIO
35107700,ELVIRA BRANDAO COLEGIO
35199710,ELVIRA LINARES COLEGIO
35126895,ELYTE INSTITUTO EDUCACIONAL
25102197,ELZIMAR OLIVEIRA FERNANDES ME
35480617,EMBRAER COLEGIO CASIMIRO MONTENEGRO FILHO
35805555,EMBRAER JUAREZ WANDERLEY COLEGIO
35103123,EMECE INTERNACIONAL COLEGIO
41059999,EMILIA ERICHSEN CEF M
35120029,EMILIA FERREIRO COLEGIO
35177015,EMILIO DE ROUSSEAU COLEGIO
35288032,EMILIO RIBAS COLEGIO DE ENSINO MEDIO
29191432,EMPRE DINAMICO DE EDUC MONTESSORIANO LTDA
29183790,EMPREENDIMENTOS EDUCACIONAIS SENHORA DE GUADALUPE
50000357,ENAM - ESCOLA NEUSA ASSAD MALTA
15584062,ENGELS
35108224,ENIAC COLEGIO DE INFORMATICA
21199274,ENSINO MEDIO INVICTUS - CALHAU
33160180,ENSINO MEDIO MONTEIRO LOBATO LTDA
33175691,EPA - ESPACO PADUANO DE APRENDIZAGEM
29433380,EPG - ESTABELECIMENTO PARTICULAR DE ENSINO LTDA
32039140,EPG JOSE BONIFACIO
32039832,EPG SAO CAMILO
35125787,EPISTEME COLEGIO
35295978,EQUILIBRIUM COLEGIO
33180580,EQUIPE A COLEGIO E CURSOS PREPARATORIOS
33200378,EQUIPE CEJA DE ENSINO LTDA
35103445,EQUIPE COLEGIO
31324485,ESA ESC SOUZA ALVES
35439927,ESA INSTITUTO EDUCACIONAL
31235725,ESC ANA BUENO
12022969,ESC ASSOCIACAO MODELAR DE ENSINO A M E
53014405,ESC ATUAL
33085846,ESC BRETANHA JD INFANCIA TIO CARECA
33115273,ESC BRITO ELIAS
21156280,ESC CASTRO ALVES E JI MORANGUINHO
